,Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
351,352,M,38,194,1,1.0,,,,,1833.3382142857142,219368.6464285714,,,,,421.76392857142855,413.0110714285714,4.0,2.0,424.2260714285714,424.2260714285714,142.85714285714286,196.69035714285715,81.28571428571429,14.0,14.0,1.0,8.0,4.0,,,,,,
352,353,M,61,150,1,1.0,1.0,,,,985.76,1437.1467857142857,39006.6,,,,3823.3117857142856,2557.217857142857,16.0,9.0,2852.7439285714286,2495.6010714285717,200.0,712.8175,1553.5357142857142,71.0,69.0,6.0,33.0,26.0,,,,,,
353,354,M,43,68,1,1.0,1.0,,,,371.3732142857143,27122.085714285717,0.0,,,,1554.0292857142856,1553.4850000000001,9.0,8.0,1346.287857142857,1346.287857142857,317.85714285714283,961.6450000000001,63.392857142857146,44.0,44.0,4.0,37.0,2.0,,,,,,
354,355,M,43,36,1,,,,,,174.48499999999999,,,,,,,,,,,,,,,,,,,,,,,,,
355,356,M,48,33,1,,,,,,325.75,,,,,,357.03749999999997,357.03749999999997,3.0,3.0,435.30357142857144,435.30357142857144,307.14285714285717,56.982142857142854,71.17857142857143,16.0,16.0,10.0,3.0,3.0,,,,,,
356,357,M,5,39,1,,,,,,296.3975,,,,,,0.002857142857142857,0.002857142857142857,1.0,1.0,349.83214285714286,349.83214285714286,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,
357,358,F,38,181,1,,,,,,0.2425,,,,,,0.0032142857142857142,0.0032142857142857142,1.0,1.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
358,359,M,30,12,1,1.0,,1.0,,,491.96214285714285,10719.377857142857,,0.0,,,922.3646428571428,850.9296428571428,6.0,3.0,887.8485714285714,852.1342857142856,35.714285714285715,71.42857142857143,744.9914285714285,14.0,13.0,1.0,1.0,11.0,,,,,,
359,360,M,46,86,4,1.0,,,,,5871.232142857143,18085.488214285713,,,,,7.297857142857143,0.002857142857142857,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.198214285714286
360,361,M,71,168,1,1.0,1.0,,,,1642.2603571428572,1586.6567857142857,1714.2857142857142,,,,2776.88,2232.2946428571427,10.0,8.0,2117.4035714285715,2117.4035714285715,357.14285714285717,176.11785714285716,864.1071428571429,19.0,19.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
361,362,F,46,99,3,1.0,,1.0,,,677.8960714285714,3436.7785714285715,,0.0,,,2119.220357142857,1590.4657142857143,21.0,18.0,2208.1378571428572,1672.422857142857,214.28571428571428,238.58928571428572,443.14285714285717,46.0,30.0,4.0,15.0,5.0,,,,,,
362,363,M,33,59,1,,,,,,7169.007142857144,,,,,,443.05571428571426,443.05571428571426,2.0,2.0,468.67857142857144,468.67857142857144,0.0,447.42857142857144,17.857142857142858,6.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363,364,M,37,96,1,,,,,,618.7103571428571,,,,,,948.4732142857143,948.4732142857143,4.0,4.0,1456.2857142857142,1456.2857142857142,707.1428571428571,318.75,428.9642857142857,10.0,10.0,4.0,2.0,3.0,,,,,,
364,365,M,60,192,1,,,,,,2664.743214285714,,,,,,0.0,0.0,0.0,0.0,71.25,71.25,67.85714285714286,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8917857142857143,0.0
365,366,M,21,75,1,,,1.0,,,564.0332142857143,,,0.0,,,37.32178571428572,0.00035714285714285714,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,367,F,42,3,1,,,,,,679.6328571428572,,,,,,0.008928571428571428,0.008928571428571428,1.0,1.0,12.678571428571429,12.678571428571429,0.0,0.0,10.714285714285714,2.0,2.0,0.0,0.0,1.0,,,,,,
367,368,M,73,11,1,,,,,,17.91857142857143,,,,,,0.005,0.005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
368,369,M,59,39,1,,,,,1.0,383.25857142857143,,,,,1001.63,1217.8728571428571,1017.8675000000001,4.0,3.0,770.2142857142857,754.3571428571429,0.0,0.0,457.57142857142856,8.0,6.0,0.0,0.0,4.0,,,,,,
369,370,M,77,1,1,,,,,,368.99107142857144,,,,,,0.0010714285714285715,0.0010714285714285715,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,371,M,49,70,1,,,1.0,,,201.31678571428571,,,65.49249999999999,,,2222.407857142857,2222.407857142857,4.0,4.0,1127.2357142857143,1127.2357142857143,107.14285714285714,337.5571428571429,679.0357142857143,21.0,21.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
371,372,F,39,172,1,2.0,,,,,21493.719642857144,6884.011785714285,,,,,178.5725,178.5725,2.0,2.0,119.82142857142857,119.82142857142857,117.85714285714286,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,24.545892857142857,1.7867857142857144,17.214285714285715
372,373,M,39,7,1,,,,,,0.0,,,,,,687.5739285714286,687.5739285714286,2.0,2.0,675.8214285714286,675.8214285714286,457.14285714285717,0.0,211.0,21.0,21.0,12.0,0.0,3.0,,,,,,
373,374,M,68,32,1,,,1.0,,,789.4517857142857,,,0.0,,,724.0375,724.0375,2.0,2.0,775.2553571428572,775.2553571428572,642.8571428571429,108.57678571428572,21.428571428571427,16.0,16.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,76.85928571428572,0.0
374,375,M,64,149,1,,,1.0,,,878.4867857142857,,,0.0,,,15.125714285714285,9.366428571428571,3.0,2.0,18.732857142857142,9.366428571428571,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,,,,,,
375,376,M,61,50,1,,,1.0,1.0,,140.06,,,0.0,617.6560714285714,,751.4557142857142,750.005,9.0,6.0,483.35714285714283,481.92857142857144,0.0,0.0,470.4642857142857,12.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
376,377,M,38,167,1,,,,,,611.6046428571428,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
377,378,M,75,44,1,1.0,,1.0,,,3677.9396428571426,16080.903928571428,,0.0,,,2567.2960714285714,2567.187857142857,3.0,2.0,1556.8857142857144,1556.8857142857144,0.0,62.778571428571425,1490.392857142857,8.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
378,379,M,69,150,1,1.0,6.0,,,,7.869642857142857,606.1792857142857,23214.285714285714,,,,3.7842857142857143,0.016071428571428573,2.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
379,380,F,37,176,1,,,,,,2804.529285714286,,,,,,390.2275,390.2275,2.0,2.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.821428571428571
380,381,M,81,19,1,,,,,,10.528214285714286,,,,,,8712.447857142857,8712.447857142857,7.0,7.0,4236.802142857143,4236.802142857143,507.67857142857144,92.85714285714286,3609.2639285714286,28.0,28.0,2.0,1.0,21.0,,,,,,
381,382,M,29,150,1,1.0,,,,,90.27,46085.245,,,,,0.20964285714285716,0.00035714285714285714,2.0,1.0,17.857142857142858,17.857142857142858,17.857142857142858,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,
382,383,F,31,3,1,,,1.0,,2.0,695.5,,,40.25714285714286,,353.0857142857143,2272.3571428571427,2212.0064285714284,28.0,27.0,2580.7514285714283,2578.6442857142856,1428.5714285714287,320.74642857142857,605.0714285714286,31.0,30.0,2.0,10.0,12.0,,,,,,
383,384,M,23,160,1,,,,,,2418.8767857142857,,,,,,87.50035714285715,87.50035714285715,2.0,2.0,88.44392857142857,88.44392857142857,50.0,37.3725,1.0714285714285714,8.0,8.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,6.107142857142857,12.50607142857143
384,385,F,51,70,1,3.0,2.0,1.0,,,2717.866785714286,48214.33392857143,8922.489285714286,0.0,,,956.0699999999999,955.5775,4.0,3.0,1099.0385714285715,1099.0385714285715,964.2857142857143,0.0,131.25285714285715,15.0,15.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,4.5,0.0
385,386,M,60,11,1,1.0,,,,,7070.925357142857,10.741785714285713,,,,,664.0621428571429,662.795,5.0,4.0,573.8739285714286,573.8739285714286,142.85714285714286,193.90964285714287,235.64285714285714,21.0,21.0,2.0,13.0,4.0,,,,,,
386,387,M,36,149,1,,1.0,,,,486.99071428571426,,4454.228571428571,,,,489.96714285714285,489.96714285714285,2.0,2.0,502.39285714285717,502.39285714285717,442.85714285714283,0.0,57.142857142857146,4.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.310357142857143
387,388,F,40,89,1,,,,1.0,,357.14285714285717,,,,0.7142857142857143,,5014.412142857143,3304.287857142857,12.0,5.0,3428.0135714285716,3412.3892857142855,0.0,0.0,1447.25,25.0,19.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,37.23321428571428,7.285714285714286
388,389,M,43,158,1,1.0,28.0,,,,25.2175,100639.68107142857,0.0,,,,849.5935714285714,846.0878571428572,4.0,3.0,670.8214285714286,670.8214285714286,642.8571428571429,0.0,26.428571428571427,6.0,6.0,2.0,0.0,1.0,,,,,,
389,390,M,50,67,1,1.0,79.0,,,,442.34607142857146,0.39571428571428574,5468.865357142858,,,,1839.9928571428572,1836.7453571428573,6.0,4.0,701.9875000000001,701.9875000000001,89.28571428571429,213.9517857142857,397.14285714285717,38.0,38.0,2.0,29.0,6.0,1.0,0.0,0.0,1.3798214285714285,0.0,0.0
390,391,M,1,16,1,,,,1.0,1.0,172.58142857142857,,,,0.7142857142857143,4592.336428571429,636.6425,576.8935714285715,10.0,4.0,565.7914285714286,504.82107142857143,178.57142857142858,0.0,137.67857142857142,31.0,18.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
391,392,M,27,80,1,1.0,1.0,,1.0,,3365.341785714286,10933.073214285714,0.0,,520.5289285714285,,12490.675000000001,8719.966071428571,12.0,9.0,6474.882857142858,2903.4542857142856,0.0,329.2757142857143,2574.1785714285716,19.0,18.0,0.0,2.0,16.0,,,,,,
392,393,M,60,170,1,,,,,,208.6057142857143,,,,,,3285.735,3285.735,3.0,3.0,3931.714285714286,3931.714285714286,0.0,0.0,103.57142857142857,9.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
393,394,M,7,150,1,,,1.0,,1.0,3770.360357142857,,,0.0,,2557.0525000000002,1916.1732142857143,1447.920357142857,29.0,24.0,1897.702857142857,1378.9975,0.0,349.5678571428571,525.1607142857143,53.0,33.0,0.0,18.0,9.0,,,,,,
394,395,F,49,150,1,,,1.0,,,102.75714285714285,,,0.0,,,416.92285714285714,382.0642857142857,7.0,5.0,468.1471428571429,433.40500000000003,275.0,113.01071428571429,0.0,16.0,13.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0
395,396,F,26,96,1,,,,,,5669.983928571428,,,,,,428.57178571428574,428.57178571428574,2.0,2.0,461.87857142857143,461.87857142857143,17.857142857142858,19.021428571428572,425.0,6.0,6.0,1.0,3.0,2.0,,,,,,
396,397,M,12,57,1,,,,,,565.1235714285714,,,,,,18.214642857142856,18.214642857142856,2.0,2.0,39.714285714285715,39.714285714285715,17.857142857142858,10.714285714285714,11.142857142857142,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
397,398,F,56,30,2,1.0,,,,,3692.966785714286,23.599285714285713,,,,,6.915357142857142,0.005714285714285714,2.0,1.0,23.678571428571427,23.678571428571427,0.0,0.0,20.785714285714285,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9701785714285714,0.0,0.0
398,399,M,59,152,1,,,,,,451.7967857142857,,,,,,0.0032142857142857142,0.0032142857142857142,1.0,1.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08750000000000001,0.0,0.0
399,400,F,80,33,1,,,,,,402.31857142857143,,,,,,419.71714285714285,419.71714285714285,2.0,2.0,2713.1785714285716,2713.1785714285716,0.0,0.0,206.07142857142858,7.0,7.0,0.0,0.0,4.0,,,,,,
400,401,F,38,37,1,,,,1.0,,1439.3242857142857,,,,523.3464285714286,,647.2542857142856,644.8639285714286,6.0,2.0,2710.29,2608.029285714286,1771.4285714285713,144.9607142857143,785.0435714285715,41.0,35.0,13.0,4.0,10.0,,,,,,
401,402,F,29,30,1,,,,,,3358.467857142857,,,,,,8912.037142857143,8912.037142857143,4.0,4.0,10656.658571428572,10656.658571428572,1114.4782142857143,3637.616785714286,2261.1760714285715,37.0,37.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
402,403,F,19,63,1,,,,,,1705.675,,,,,,681.6439285714285,681.6439285714285,8.0,8.0,686.4660714285714,686.4660714285714,250.0,114.59035714285714,321.14285714285717,22.0,22.0,8.0,9.0,4.0,,,,,,
403,404,F,25,63,1,,,,,,60.051785714285714,,,,,,406.6882142857143,406.6882142857143,3.0,3.0,1153.357142857143,1153.357142857143,1107.142857142857,0.0,42.035714285714285,18.0,18.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,21.0
404,405,M,26,0,1,,,1.0,1.0,,265.5810714285714,,,0.0,0.7142857142857143,,3884.7760714285714,2330.789642857143,21.0,12.0,3201.5010714285713,2330.789642857143,357.14285714285717,0.0,433.1535714285714,25.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
405,406,F,31,32,1,,,,,,3481.3732142857143,,,,,,829.2332142857142,829.2332142857142,2.0,2.0,517.3571428571429,517.3571428571429,410.7142857142857,16.071428571428573,83.25,11.0,11.0,3.0,1.0,4.0,,,,,,
406,407,M,32,12,1,,,,,,5215.269642857143,,,,,,783.5225,783.5225,3.0,3.0,705.967857142857,705.967857142857,178.57142857142858,64.50357142857142,459.32142857142856,19.0,19.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
407,408,M,35,181,1,1.0,,1.0,,,4133.402142857142,0.0017857142857142859,,0.0,,,12768.308214285715,12662.987142857144,30.0,27.0,16528.66642857143,16528.66642857143,714.2857142857143,3335.426071428571,12473.27607142857,54.0,54.0,2.0,19.0,31.0,0.0,1.0,1.0,0.0,7.0,13.25
408,409,M,31,91,1,,,1.0,,,348.40285714285716,,,0.0,,,469.1796428571429,469.1796428571429,3.0,3.0,465.09285714285716,465.09285714285716,178.57142857142858,11.414285714285715,271.7142857142857,12.0,12.0,1.0,1.0,9.0,,,,,,
409,410,M,17,27,1,1.0,1.0,,,,156.84642857142856,6231.441428571428,10837.752142857144,,,,12.180357142857144,0.02107142857142857,2.0,1.0,8.928571428571429,8.928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
410,411,M,74,33,1,,4.0,,1.0,1.0,37207.974285714285,,0.0,,2.357142857142857,6852.941071428571,1164.6060714285716,1063.3246428571429,6.0,2.0,1661.4567857142858,1639.2017857142857,232.14285714285714,304.875,484.4642857142857,41.0,36.0,5.0,12.0,12.0,,,,,,
411,412,F,51,116,1,1.0,,,,,376.8910714285715,2506.551071428571,,,,,1964.8103571428571,1964.2885714285715,3.0,2.0,941.6071428571429,941.6071428571429,0.0,28.61785714285714,909.5964285714286,11.0,11.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,0.8939285714285715,0.0
412,413,M,53,15,1,2.0,3.0,1.0,1.0,,1668.3721428571428,20631.684642857144,0.0,0.0,2.357142857142857,,19345.754642857144,10941.4525,17.0,7.0,12033.856785714286,9433.315357142857,1650.0,1406.1128571428574,8049.535714285715,69.0,35.0,12.0,16.0,25.0,0.0,0.0,1.0,0.0,0.0,11.714285714285714
413,414,F,33,116,1,2.0,14.0,,,,281.49357142857144,714.1492857142857,10218.14392857143,,,,838.1967857142856,828.2978571428572,5.0,4.0,402.75,402.75,0.0,0.0,399.07142857142856,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
414,415,M,57,177,1,,,,,,1188.3842857142859,,,,,,107.1432142857143,107.1432142857143,2.0,2.0,26.82857142857143,26.82857142857143,14.285714285714286,12.542857142857143,0.0,10.0,10.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,16.428571428571427,27.2575
415,416,F,44,95,1,,,,,,906.5260714285714,,,,,,5704.231785714285,5704.231785714285,5.0,5.0,185.39285714285714,185.39285714285714,28.571428571428573,156.82142857142858,0.0,25.0,25.0,4.0,21.0,0.0,1.0,0.0,0.0,10.363035714285715,0.0,0.0
416,417,F,33,183,1,,,1.0,,,621.9010714285714,,,243.4,,,712.5778571428572,712.5778571428572,4.0,4.0,805.0649999999999,805.0649999999999,53.57142857142857,156.7792857142857,594.7142857142857,16.0,16.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,36.050714285714285
417,418,M,28,8,1,,,,,,435.6671428571429,,,,,,627.6103571428572,627.6103571428572,2.0,2.0,1082.2107142857144,1082.2107142857144,1078.2821428571428,0.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,419,F,33,82,1,,,1.0,,,352.78214285714284,,,0.0,,,1406.4907142857141,934.3846428571429,7.0,5.0,1404.4835714285714,934.3846428571429,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,,,,,,
419,420,M,47,74,1,1.0,1.0,,,,0.0,57822.75714285714,0.0,,,,5620.5425000000005,3085.5864285714283,5.0,3.0,4114.8378571428575,4114.8378571428575,1428.5714285714287,0.0,2686.0521428571433,6.0,6.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,6.785714285714286,0.0
420,421,M,28,110,1,,,,,1.0,7074.069285714286,,,,,4850.017142857143,785.407142857143,739.3632142857142,3.0,2.0,796.1821428571428,789.967857142857,146.42857142857142,267.96785714285716,280.5,37.0,35.0,5.0,17.0,7.0,0.0,0.0,1.0,0.0,0.0,10.678571428571429
421,422,F,27,160,1,1.0,1.0,,,,502.44607142857143,92.50607142857143,0.0,,,,1235.7682142857143,1232.8057142857142,4.0,3.0,1471.892857142857,1471.892857142857,535.7142857142857,0.0,936.1785714285714,8.0,8.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0714285714285714
422,423,F,52,151,1,,,,,,13.65,,,,,,298.95464285714286,298.95464285714286,1.0,1.0,292.63500000000005,292.63500000000005,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,
423,424,F,40,31,1,1.0,1.0,,,,17234.89214285714,18231.785,1964.6957142857143,,,,107703.80428571429,54128.37928571429,7.0,5.0,59500.9325,59500.9325,357.14285714285717,159.49285714285716,3435.3571428571427,35.0,35.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
424,425,M,72,150,1,,,,,,1313.5132142857144,,,,,,465.0207142857143,465.0207142857143,3.0,3.0,436.1432142857143,436.1432142857143,250.0,0.0,185.71464285714288,6.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
425,426,M,42,10,1,,,,,,515.7646428571428,,,,,,2163.4014285714284,2163.4014285714284,3.0,3.0,473.4642857142857,473.4642857142857,178.57142857142858,0.0,291.64285714285717,15.0,15.0,5.0,0.0,6.0,,,,,,
426,427,M,25,20,1,,,,,,1194.0639285714285,,,,,,0.004285714285714286,0.004285714285714286,1.0,1.0,33.30714285714286,33.30714285714286,0.0,32.98571428571429,0.0,5.0,5.0,0.0,4.0,0.0,,,,,,
427,428,M,49,102,2,,,,,,3779.613214285714,,,,,,560.6892857142857,560.6892857142857,3.0,3.0,1242.7839285714285,1242.7839285714285,714.2857142857143,0.0,525.7839285714286,12.0,12.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,2.7142857142857144,0.0
428,429,F,59,69,1,,1.0,,,1.0,1721.3514285714284,,0.0,,,901.5175,538.3939285714285,194.64392857142857,6.0,5.0,473.7539285714286,473.7539285714286,0.0,53.57142857142857,76.4325,5.0,5.0,0.0,1.0,3.0,,,,,,
429,430,M,52,134,1,,,,,,2.447142857142857,,,,,,7.142857142857143,7.142857142857143,1.0,1.0,7.142857142857143,7.142857142857143,7.142857142857143,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,
430,431,M,21,208,1,,,,,,38.55107142857143,,,,,,0.00035714285714285714,0.00035714285714285714,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
431,432,M,53,13,1,1.0,1.0,1.0,,,11.142142857142858,1325.1767857142856,0.0,284.9132142857143,,,366.4189285714286,357.1542857142857,6.0,3.0,383.19571428571425,383.09749999999997,0.0,228.45464285714283,154.64285714285714,18.0,17.0,0.0,14.0,3.0,,,,,,
432,433,F,43,183,2,,,,,,114.64285714285714,,,,,,714.2885714285715,714.2885714285715,2.0,2.0,390.7142857142857,390.7142857142857,0.0,0.0,387.10714285714283,13.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
433,434,M,64,130,1,,,,,,2469.842857142857,,,,,,173.21178571428572,173.21178571428572,3.0,3.0,174.0107142857143,174.0107142857143,71.42857142857143,9.510714285714286,92.85714285714286,8.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
434,435,M,40,93,1,,,,,,0.0,,,,,,569.6071428571429,569.6071428571429,2.0,2.0,1200.876785714286,1200.876785714286,357.14285714285717,296.16285714285715,543.8567857142857,24.0,24.0,4.0,6.0,13.0,,,,,,
435,436,M,27,70,1,,,,,,40.60071428571428,,,,,,1205.715,1205.715,6.0,6.0,1136.5,1136.5,660.7142857142857,52.714285714285715,420.0357142857143,17.0,17.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
436,437,F,45,58,1,,,,,,3.4274999999999998,,,,,,1900.4896428571428,1900.4896428571428,12.0,12.0,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.330357142857146,0.0,0.0
437,438,F,30,217,1,,,,,,8206.767142857143,,,,,,536.4296428571429,536.4296428571429,3.0,3.0,480.6857142857143,480.6857142857143,300.0,89.00714285714285,89.28571428571429,17.0,17.0,4.0,8.0,2.0,0.0,1.0,1.0,0.0,4.285714285714286,18.1725
438,439,F,67,104,1,,,,,,26.425,,,,,,0.017499999999999998,0.017499999999999998,1.0,1.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
439,440,F,21,86,2,,,,,,6129.028928571429,,,,,,3700.5014285714283,3700.5014285714283,4.0,4.0,3191.3928571428573,3191.3928571428573,0.0,224.5,278.5,8.0,8.0,0.0,2.0,4.0,,,,,,
440,441,M,46,0,1,,,,,,0.5700000000000001,,,,,,371.43071428571426,371.43071428571426,5.0,5.0,311.26071428571424,311.26071428571424,25.0,65.11785714285715,203.28571428571428,8.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,6.25
441,442,M,13,38,1,,,1.0,,,1083.015357142857,,,92.625,,,625.9192857142858,625.9192857142858,2.0,2.0,1739.75,1739.75,1178.5714285714287,243.53571428571428,311.39285714285717,14.0,14.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
442,443,M,30,73,1,,,,,2.0,0.0,,,,,1038.6967857142856,806.755,696.16,3.0,2.0,965.8928571428571,963.7857142857143,178.57142857142858,0.0,661.6785714285714,11.0,10.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
443,444,M,63,250,1,,,,,1.0,494.055,,,,,608.9953571428571,222.21214285714285,117.8575,3.0,2.0,124.32142857142857,117.82142857142857,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.046071428571429
444,445,M,21,15,1,,2.0,,,,2.563928571428572,,0.0,,,,0.15714285714285717,0.15714285714285717,1.0,1.0,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.368392857142857,0.0,0.0
445,446,F,27,181,1,,,,,,13956.804999999998,,,,,,800.9296428571428,800.9296428571428,2.0,2.0,377.0,377.0,357.14285714285717,0.0,17.678571428571427,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
446,447,F,30,176,1,,,,,,2418.475,,,,,,262.50107142857144,262.50107142857144,3.0,3.0,587.2467857142857,587.2467857142857,0.0,23.820357142857144,563.4264285714286,6.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,9.916785714285714
447,448,F,23,159,1,1.0,5.0,1.0,,,39.75107142857143,0.013571428571428571,2989.4539285714286,0.0,,,1534.4328571428573,1533.7721428571429,6.0,5.0,1372.6339285714287,1372.6339285714287,367.85714285714283,0.0,986.2767857142857,33.0,33.0,12.0,0.0,9.0,1.0,1.0,1.0,1.7108928571428572,213.29285714285714,22.424642857142857
448,449,M,18,20,1,,,1.0,,,16109.628571428571,,,0.0,,,4144.777142857142,2744.445714285714,30.0,27.0,3922.4982142857143,2713.7671428571425,757.1428571428571,7.246428571428572,221.32142857142858,55.0,31.0,9.0,2.0,8.0,0.0,1.0,0.0,0.0,0.8939285714285715,0.0
449,450,F,76,29,1,,,,,,2.8578571428571427,,,,,,223.5725,223.5725,4.0,4.0,474.2421428571429,474.2421428571429,142.12321428571428,178.3867857142857,152.875,15.0,15.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,5.179642857142857,15.184285714285716
450,451,M,62,152,1,,7.0,,1.0,,6.699285714285715,,538.1303571428572,,13.071428571428571,,3.568214285714286,0.0071428571428571435,5.0,1.0,250.88107142857143,248.52392857142857,0.0,0.0,243.03571428571428,12.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.261071428571429
451,452,F,74,0,2,,,,,,4474.592142857143,,,,,,0.01892857142857143,0.01892857142857143,1.0,1.0,62.892857142857146,62.892857142857146,0.0,0.0,58.07142857142857,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9642857142857142,0.0
452,453,F,23,83,1,1.0,3.0,,,,605.08,26022.27464285714,1825.0935714285715,,,,2003.2960714285714,2003.2382142857143,4.0,3.0,2670.3892857142855,2670.3892857142855,357.14285714285717,174.53571428571428,2125.8214285714284,10.0,10.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
453,454,M,76,136,1,,,,,,0.0,,,,,,568.0375,568.0375,2.0,2.0,649.8142857142857,649.8142857142857,642.8571428571429,3.492857142857143,0.0,18.0,18.0,9.0,1.0,0.0,,,,,,
